tagID,DiveNum,DiveStart (s since tag on),DiveStartTime (local),DiveEnd (s since tag on),DiveEndTime (local),Depth (m),Duration (s),NumBuzzDive,BuzzRateMinute,ForagingDuration (s),NumBuzzDescent,NumBuzzBottom,NumBuzzAscent,DayNight,NumSprints,MaxVelocity,TotalDurSprints,SprintsNumBuzzes,SprintsBuzzRatio,EchoExist,MinAltitude,BenthicNumBuzzes,BenthicBuzzRatio,DiveStateHMM,Category
gm08_143a,3,9509.64,5/22/2008 17:05,10427.56,5/22/2008 17:20,447.8503839,917.92,31,2.026320377,494.7481,2,27,2,day,7,3.521747001,82,12,0.387096774,1,1.2109375,26,0.838709677,3,Benthic
gm08_143a,4,10800.32,5/22/2008 17:26,11527.44,5/22/2008 17:38,474.4609925,727.12,16,1.320277258,293.0781373,1,14,1,day,2,3.693377445,26,2,0.125,1,1.6015625,14,0.875,3,Benthic
gm08_143b,4,5773.32,5/22/2008 19:52,6355.56,5/22/2008 20:01,399.4046487,582.24,6,0.618301731,231.0880725,1,3,2,day,0,NaN,NaN,NaN,NaN,1,14.94140625,1,0.166666667,2,Benthic
gm08_143b,6,10194.64,5/22/2008 21:05,10894.24,5/22/2008 21:17,174.3178982,699.6,3,0.25728988,354.8835219,0,1,2,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm08_143b,7,11155.2,5/22/2008 21:21,11873.48,5/22/2008 21:33,298.6026229,718.28,0,0,0,0,0,0,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm08_143b,8,12700.48,5/22/2008 21:47,13305.4,5/22/2008 21:57,319.1388596,604.92,2,0.198373339,22.57872071,0,2,0,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm08_143b,9,13452.2,5/22/2008 22:00,14196.2,5/22/2008 22:12,203.2875456,744,1,0.080645161,5.291141667,1,0,0,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm08_151a,1,1221.76,5/30/2008 9:07,1941.6,5/30/2008 9:19,416.593926,719.84,7,0.583462992,231.2467812,0,5,2,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm08_151a,2,2695.68,5/30/2008 9:31,3217.48,5/30/2008 9:40,158.4638401,521.8,0,0,0,0,0,0,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm08_151b,1,30019.68,5/30/2008 21:34,30446.6,5/30/2008 21:41,235.8927164,426.92,1,0.140541553,8.306585485,0,1,0,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm08_151b,3,32099.88,5/30/2008 22:09,32616.4,5/30/2008 22:17,295.0463362,516.52,1,0.116162007,2.874342087,0,1,0,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm08_151b,6,40793.72,5/31/2008 0:34,41331.72,5/31/2008 0:42,269.3010211,538,0,0,0,0,0,0,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm08_151b,8,42194.64,5/31/2008 0:57,42724.64,5/31/2008 1:06,167.9180455,530,0,0,0,0,0,0,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm08_151b,9,43000.36,5/31/2008 1:10,43432.64,5/31/2008 1:17,148.9437467,432.28,2,0.277597853,144.5504794,0,2,0,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm08_151b,11,44174.64,5/31/2008 1:30,44692.76,5/31/2008 1:38,348.240218,518.12,4,0.463213155,186.5377916,0,3,1,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm08_151b,16,57809.36,5/31/2008 5:17,58657.8,5/31/2008 5:31,442.029705,848.44,4,0.282872095,299.7477042,0,4,0,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm08_151b,17,58911.6,5/31/2008 5:35,59770.48,5/31/2008 5:50,596.3403588,858.88,9,0.628725782,383.9732245,5,3,1,night,0,NaN,NaN,NaN,NaN,1,1.2109375,7,0.777777778,2,Benthic
gm10_185b,2,16867.56,7/04/2010 19:11,17695.24,7/04/2010 19:25,334.4347943,827.68,17,1.232360332,565.7853833,0,1,16,day,4,3.607678897,79,4,0.235294118,0,NaN,NaN,NaN,3,Pelagic
gm10_185b,3,17954.32,7/04/2010 19:30,18581.64,7/04/2010 19:40,414.0707494,627.32,5,0.478224829,298.2148129,0,2,3,day,5,3.409853665,63,3,0.6,1,10.29296875,1,0.2,2,Benthic
gm10_185b,4,18791.92,7/04/2010 19:43,19618.84,7/04/2010 19:57,340.4303392,826.92,22,1.596285009,562.8171427,19,2,1,day,10,3.94256735,217,13,0.590909091,1,5.48828125,3,0.136363636,3,Benthic
gm10_185b,5,20038.88,7/04/2010 20:04,20439.96,7/04/2010 20:11,174.6045591,401.08,3,0.448788272,252.4927427,1,0,2,day,2,3.350086372,24,2,0.666666667,0,NaN,NaN,NaN,2,Pelagic
gm10_187a,1,1967,7/06/2010 9:04,2492.28,7/06/2010 9:13,293.8635836,525.28,12,1.370697533,122.862998,0,12,0,day,1,3.194998012,13,0,0,1,1.26953125,11,0.916666667,2,Benthic
gm10_187b,2,8145.84,7/06/2010 15:09,9080.64,7/06/2010 15:24,697.2253521,934.8,11,0.706033376,389.3054215,2,5,4,day,4,5.092938058,85,3,0.272727273,0,NaN,NaN,NaN,3,Pelagic
gm10_187b,3,9427.92,7/06/2010 15:30,10370.56,7/06/2010 15:46,728.4273149,942.64,15,0.95476534,387.4836531,3,9,3,day,4,4.943706079,124,8,0.533333333,0,NaN,NaN,NaN,3,Pelagic
gm10_187b,4,10946.32,7/06/2010 15:55,11980.6,7/06/2010 16:13,871.700756,1034.28,20,1.160227405,610.1389537,5,12,3,day,7,5.013970045,212,16,0.8,0,NaN,NaN,NaN,3,Pelagic
gm10_187b,5,12789.64,7/06/2010 16:26,13699.92,7/06/2010 16:41,788.2770908,910.28,16,1.054620556,360.2015758,3,12,1,day,9,4.564284344,227,13,0.8125,0,NaN,NaN,NaN,3,Pelagic
gm10_187b,6,14357.08,7/06/2010 16:52,15182.72,7/06/2010 17:06,704.5493612,825.64,6,0.436025386,365.2971201,0,2,4,day,5,4.381493809,102,2,0.333333333,1,86.54296875,0,0,2,Pelagic
gm10_187b,7,15683.72,7/06/2010 17:14,16462.12,7/06/2010 17:27,717.2107205,778.4,7,0.539568345,325.1433092,2,4,1,day,5,4.619823733,112,5,0.714285714,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,8,16863.16,7/06/2010 17:34,17627.16,7/06/2010 17:47,748.5019663,764,12,0.942408377,221.2100957,0,11,1,day,6,5.147644836,198,11,0.916666667,0,NaN,NaN,NaN,3,Pelagic
gm10_187b,9,18255.2,7/06/2010 17:57,19076.84,7/06/2010 18:11,784.2291036,821.64,13,0.94932087,369.8960625,3,9,1,day,5,4.743883147,159,10,0.769230769,0,NaN,NaN,NaN,3,Pelagic
gm10_187b,10,19613.6,7/06/2010 18:20,20388.28,7/06/2010 18:33,678.7053961,774.68,5,0.387256674,367.9429175,2,1,2,day,3,4.780197566,104,3,0.6,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,11,20853.12,7/06/2010 18:40,21740.12,7/06/2010 18:55,705.9177216,887,6,0.405862458,189.8700174,1,5,0,day,2,4.490591075,48,2,0.333333333,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,12,22297.28,7/06/2010 19:05,23311.88,7/06/2010 19:21,826.3323451,1014.6,16,0.946185689,516.1458104,2,8,6,day,4,5.015482721,130,5,0.3125,0,NaN,NaN,NaN,3,Pelagic
gm10_187b,13,24022,7/06/2010 19:33,24949.48,7/06/2010 19:49,721.8745853,927.48,9,0.582222797,501.1608824,4,3,2,day,6,4.414250131,117,2,0.222222222,0,NaN,NaN,NaN,3,Pelagic
gm10_187b,14,25560.12,7/06/2010 19:59,26427.84,7/06/2010 20:13,631.400678,867.72,18,1.244641128,557.2397115,5,8,5,day,8,4.70225427,198,11,0.611111111,0,NaN,NaN,NaN,3,Pelagic
gm10_187b,15,26919.32,7/06/2010 20:22,27713.36,7/06/2010 20:35,648.1379076,794.04,3,0.226688832,203.8850819,1,2,0,night,3,4.627391485,71,2,0.666666667,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,16,28156.28,7/06/2010 20:42,28810.28,7/06/2010 20:53,356.4957851,654,5,0.458715596,251.6123888,0,4,1,night,6,4.691158224,120,3,0.6,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,17,29076.6,7/06/2010 20:58,29636.64,7/06/2010 21:07,282.4742927,560.04,5,0.535676023,294.5610524,0,1,4,night,4,5.093469752,80,2,0.4,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,18,29768.96,7/06/2010 21:09,30298.88,7/06/2010 21:18,232.1139214,529.92,7,0.792572464,349.1331954,2,2,3,night,6,4.655744646,123,3,0.428571429,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,19,30566.24,7/06/2010 21:22,31063.12,7/06/2010 21:31,207.8189067,496.88,3,0.362260506,169.3635119,0,1,2,night,3,3.845848721,74,0,0,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,20,31253.2,7/06/2010 21:34,31884.88,7/06/2010 21:44,171.5601403,631.68,6,0.569908815,379.094107,4,2,0,night,4,3.786302937,41,1,0.166666667,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,21,32045.6,7/06/2010 21:47,32616.96,7/06/2010 21:57,213.3598916,571.36,5,0.525063008,439.2247391,0,4,1,night,5,4.987076911,123,4,0.8,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,22,32875.44,7/06/2010 22:01,33409.6,7/06/2010 22:10,258.0341114,534.16,7,0.786281264,240.3135908,0,4,3,night,4,5.093560613,99,2,0.285714286,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,23,33632.52,7/06/2010 22:13,34206.64,7/06/2010 22:23,299.4452076,574.12,6,0.62704661,253.7287448,0,2,4,night,3,4.997309263,80,5,0.833333333,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,24,34464.2,7/06/2010 22:27,35184.92,7/06/2010 22:39,466.3820139,720.72,8,0.666000666,340.6526915,0,5,3,night,5,4.732693163,182,4,0.5,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,25,35549.56,7/06/2010 22:45,36017.56,7/06/2010 22:53,324.2410795,468,3,0.384615385,21.7215055,0,0,3,night,1,4.521312741,60,3,1,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,26,36216.92,7/06/2010 22:57,36808.84,7/06/2010 23:06,441.967598,591.92,7,0.709555345,300.2749743,2,3,2,night,5,4.80572275,151,5,0.714285714,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,27,37117.64,7/06/2010 23:12,37864.84,7/06/2010 23:24,791.1093179,747.2,6,0.481798715,173.408252,2,3,1,night,7,5.151235423,239,6,1,1,37.91015625,1,0.166666667,2,Benthic
gm10_187b,28,38612.76,7/06/2010 23:36,39403.2,7/06/2010 23:50,561.1704616,790.44,14,1.062699256,445.3950286,0,13,1,night,12,4.754767449,267,10,0.714285714,0,NaN,NaN,NaN,3,Pelagic
gm10_187b,29,39980.08,7/06/2010 23:59,40762.04,7/07/2010 0:12,535.4079955,781.96,7,0.537111873,263.0571768,0,7,0,night,8,4.547954641,176,8,1.142857143,1,2.16796875,3,0.428571429,2,Benthic
gm10_187b,30,41247.36,7/07/2010 0:20,42044.44,7/07/2010 0:34,560.5646658,797.08,3,0.225824259,314.8098848,0,2,1,night,3,4.775263675,67,2,0.666666667,1,161.5039063,0,0,2,Pelagic
gm10_187b,31,42486.92,7/07/2010 0:41,43070.76,7/07/2010 0:51,354.8097493,583.84,6,0.61660729,221.0529791,1,2,3,night,5,4.78699526,107,3,0.5,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,32,43334.76,7/07/2010 0:55,44070,7/07/2010 1:07,476.2694089,735.24,10,0.816060062,364.9973165,2,6,2,night,8,4.198945107,165,10,1,0,NaN,NaN,NaN,2,Pelagic
gm10_187b,33,44311.76,7/07/2010 1:11,44845.36,7/07/2010 1:20,276.1850484,533.6,0,0,0,0,0,0,night,5,4.49514003,102,0,NaN,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,2,502.44,7/27/2010 14:58,1002.32,7/27/2010 15:07,315.2902379,499.88,2,0.240057614,9.256193331,0,2,0,day,0,NaN,NaN,NaN,NaN,1,11.23046875,0,0,2,Benthic
gm10_208a,3,1231.68,7/27/2010 15:10,1851.32,7/27/2010 15:21,299.0071279,619.64,3,0.290491253,239.0150826,0,2,1,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,4,2225.92,7/27/2010 15:27,2782.04,7/27/2010 15:36,300.5466211,556.12,1,0.107890383,3.037454912,0,1,0,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,5,4024.12,7/27/2010 15:57,4519.92,7/27/2010 16:05,301.2578903,495.8,2,0.242033078,141.9037356,0,1,1,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,6,5050.28,7/27/2010 16:14,5536.04,7/27/2010 16:22,274.7166624,485.76,1,0.123517787,3.547470663,0,1,0,day,1,3.504363265,21,1,1,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,7,6059.12,7/27/2010 16:31,6699.64,7/27/2010 16:42,288.5102169,640.52,6,0.56204334,334.972012,1,4,1,day,0,NaN,NaN,NaN,NaN,1,52.01171875,0,0,2,Pelagic
gm10_208a,8,7056.4,7/27/2010 16:47,7543.72,7/27/2010 16:56,263.7808515,487.32,1,0.123122384,1.107997917,0,1,0,day,1,3.06543111,13,1,1,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,9,8794.72,7/27/2010 17:16,9438,7/27/2010 17:27,361.9477476,643.28,4,0.373087924,139.9660085,0,1,3,day,1,3.432210525,12,1,0.25,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,10,10307.84,7/27/2010 17:42,10830.64,7/27/2010 17:50,302.0753909,522.8,7,0.803366488,326.3143778,0,2,5,day,4,4.069786028,95,7,1,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,12,11888.28,7/27/2010 18:08,12340.88,7/27/2010 18:16,323.7518083,452.6,3,0.397702165,83.22738449,0,0,3,day,2,3.912150769,37,2,0.666666667,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,13,12463.08,7/27/2010 18:18,12889.68,7/27/2010 18:25,318.0660274,426.6,8,1.125175809,333.3324909,1,3,4,day,7,5.031518275,158,5,0.625,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,14,13144.24,7/27/2010 18:29,13638.04,7/27/2010 18:37,284.8555004,493.8,9,1.093560146,388.9615048,1,6,2,day,9,3.814561479,154,8,0.888888889,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,15,14131.48,7/27/2010 18:45,14622.36,7/27/2010 18:54,281.791844,490.88,8,0.977835724,204.5317424,0,6,2,day,4,4.308306222,108,8,1,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,16,15016.88,7/27/2010 19:00,15498.64,7/27/2010 19:08,268.2476264,481.76,5,0.622716705,160.9542001,0,1,4,day,3,3.994998435,69,4,0.8,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,17,15885.4,7/27/2010 19:15,16397.76,7/27/2010 19:23,257.8722555,512.36,7,0.819736123,212.3688695,0,5,2,day,6,4.09434176,99,7,1,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,19,16842.76,7/27/2010 19:31,17319.32,7/27/2010 19:39,255.1515148,476.56,7,0.881316099,367.6725303,1,4,2,day,5,3.93959852,88,7,1,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,20,17606.08,7/27/2010 19:43,18276.12,7/27/2010 19:54,253.4077462,670.04,5,0.447734464,360.0822729,0,5,0,day,4,4.226055431,77,3,0.6,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,21,18505.88,7/27/2010 19:58,18937.36,7/27/2010 20:05,195.2505611,431.48,7,0.9733939,232.0854343,0,5,2,day,4,4.006976862,71,6,0.857142857,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,22,19240.64,7/27/2010 20:11,19683.84,7/27/2010 20:18,158.2607749,443.2,7,0.94765343,244.8826209,0,5,2,night,5,4.349556017,80,5,0.714285714,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,23,19876.72,7/27/2010 20:21,20226.48,7/27/2010 20:27,102.6345581,349.76,4,0.686184812,157.8278323,0,2,2,night,4,4.255538211,57,2,0.5,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,24,20392.2,7/27/2010 20:30,20665.04,7/27/2010 20:34,67.87376275,272.84,3,0.659727313,149.080278,0,2,1,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,26,21424.52,7/27/2010 20:47,21979.76,7/27/2010 20:56,251.4657676,555.24,3,0.324184137,85.52584516,0,3,0,night,1,4.540619075,20,1,0.333333333,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,27,22693,7/27/2010 21:08,23137.96,7/27/2010 21:15,215.7951291,444.96,15,2.022653722,285.8337448,1,8,6,night,2,4.3833886,43,1,0.066666667,0,NaN,NaN,NaN,2,Pelagic
gm10_208a,28,23370,7/27/2010 21:19,23887.64,7/27/2010 21:28,251.9277506,517.64,2,0.231821343,104.1529675,0,1,1,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm10_209a,1,23.64,7/28/2010 8:55,576.32,7/28/2010 9:04,302.3037763,552.68,1,0.108561916,2.558513208,0,0,1,day,0,NaN,NaN,NaN,NaN,1,63.69140625,0,0,2,Pelagic
gm10_209a,2,1271.92,7/28/2010 9:16,1836.36,7/28/2010 9:25,320.7721807,564.44,3,0.318900149,232.5721143,0,1,2,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm10_209a,3,2314.44,7/28/2010 9:33,3088.2,7/28/2010 9:46,437.4224597,773.76,16,1.240694789,444.1142519,0,7,9,day,4,3.437643225,51,5,0.3125,1,-0.05859375,14,0.875,3,Benthic
gm10_209c,1,1547.16,7/28/2010 13:45,1876,7/28/2010 13:50,189.046223,328.84,3,0.547378664,168.9649934,0,2,1,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm10_209c,2,2085.4,7/28/2010 13:54,2702.68,7/28/2010 14:04,581.9151186,617.28,5,0.48600311,125.2337436,0,4,1,day,2,3.287177119,39,1,0.2,1,5.01953125,1,0.2,2,Benthic
gm10_209c,3,3605.6,7/28/2010 14:19,4240.36,7/28/2010 14:30,553.363432,634.76,6,0.567143487,170.9832885,1,4,1,day,3,3.381199784,41,4,0.666666667,0,NaN,NaN,NaN,2,Pelagic
gm10_266a,1,1368.52,9/23/2010 18:43,2078.24,9/23/2010 18:55,412.1918194,709.72,0,0,0,0,0,0,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm10_266a,2,2228.72,9/23/2010 18:57,2701.44,9/23/2010 19:05,192.4373605,472.72,0,0,0,0,0,0,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm10_266a,3,2820.24,9/23/2010 19:07,3566.12,9/23/2010 19:20,286.4886632,745.88,0,0,0,0,0,0,night,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm10_266a,4,3805.28,9/23/2010 19:24,4874.72,9/23/2010 19:41,943.1375393,1069.44,29,1.627019749,594.4677677,10,16,3,night,3,3.922672433,69,1,0.034482759,1,24.78515625,2,0.068965517,3,Benthic
gm10_266a,6,5693.68,9/23/2010 19:55,6622.16,9/23/2010 20:11,551.4021143,928.48,7,0.452352232,574.6582258,1,4,2,night,14,5.225089451,281,8,1.142857143,0,NaN,NaN,NaN,2,Pelagic
gm10_266a,7,6892.96,9/23/2010 20:15,7644.28,9/23/2010 20:28,498.7080159,751.32,7,0.559016132,423.084561,1,4,2,night,10,6.898048696,179,5,0.714285714,0,NaN,NaN,NaN,2,Pelagic
gm10_266a,8,7987.64,9/23/2010 20:33,8745.28,9/23/2010 20:46,435.166073,757.64,5,0.395966422,506.1412806,1,1,3,night,8,4.933624266,164,5,1,0,NaN,NaN,NaN,2,Pelagic
gm10_266a,9,9276.56,9/23/2010 20:55,10140.8,9/23/2010 21:09,539.922639,864.24,9,0.624826437,496.4180847,1,3,5,night,9,4.103822185,171,5,0.555555556,0,NaN,NaN,NaN,2,Pelagic
gm10_266a,10,10600.88,9/23/2010 21:17,11621.36,9/23/2010 21:34,678.980271,1020.48,10,0.587958608,545.880875,1,6,3,night,9,5.026516846,198,8,0.8,1,8.41796875,2,0.2,2,Benthic
gm10_266a,11,12069.88,9/23/2010 21:41,12992.92,9/23/2010 21:57,610.5047441,923.04,7,0.455018201,491.9679514,1,4,2,night,9,4.590008356,198,6,0.857142857,0,NaN,NaN,NaN,2,Pelagic
