tagID,DiveNum,DiveStart (s since tag on),DiveStartTime (local),DiveEnd (s since tag on),DiveEndTime (local),Depth (m),Duration (s),NumBuzzDive,BuzzRateMinute,ForagingDuration (s),NumBuzzDescent,NumBuzzBottom,NumBuzzAscent,DayNight,NumSprints,MaxVelocity,TotalDurSprints,SprintsNumBuzzes,SprintsBuzzRatio,EchoExist,MinAltitude,BenthicNumBuzzes,BenthicBuzzRatio,DiveStateHMM,Category
gm11_150b,3,2211.72,5/30/2011 11:48,3303.92,5/30/2011 12:06,744.5981863,1092.2,7,0.384544955,483.8280742,1,5,1,day,3,3.825563276,56,1,0.142857143,0,NaN,NaN,NaN,2,Pelagic
gm11_150b,4,3628.28,5/30/2011 12:12,4430.36,5/30/2011 12:25,464.9861316,802.08,2,0.149611011,508.4811583,1,1,0,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm11_150b,5,4589.28,5/30/2011 12:28,5502.32,5/30/2011 12:43,804.2485988,913.04,12,0.788574433,436.3640095,2,8,2,day,6,3.267918941,81,5,0.416666667,0,NaN,NaN,NaN,3,Pelagic
gm11_150b,7,6346.04,5/30/2011 12:57,7244.12,5/30/2011 13:12,794.559308,898.08,10,0.668091929,380.0965427,1,6,3,day,2,3.765858801,50,2,0.2,0,NaN,NaN,NaN,2,Pelagic
gm11_155a,2,7645.8,6/04/2011 12:18,8624.64,6/04/2011 12:34,430.5208389,978.84,10,0.612970455,398.7540432,0,10,0,day,1,3.193247724,11,1,0.1,1,4.74609375,8,0.8,2,Benthic
gm11_155a,3,12385.96,6/04/2011 13:37,13332.32,6/04/2011 13:53,314.842865,946.36,4,0.25360328,526.2821429,3,0,1,day,0,NaN,NaN,NaN,NaN,1,60.91796875,0,0,2,Pelagic
gm11_155a,4,13648.88,6/04/2011 13:58,14767.92,6/04/2011 14:17,465.4803203,1119.04,11,0.58979125,378.1916596,2,8,1,day,3,3.361528965,41,3,0.272727273,1,2.71484375,9,0.818181818,3,Benthic
gm11_156a,1,6838.56,6/05/2011 14:05,7762.2,6/05/2011 14:21,389.2140276,923.64,8,0.519682993,278.7761667,2,6,0,day,4,3.703495796,60,3,0.375,1,19.6484375,2,0.25,2,Benthic
gm11_156a,2,8451.4,6/05/2011 14:32,9399.92,6/05/2011 14:48,414.1072323,948.52,4,0.253025766,467.5621376,1,1,2,day,0,NaN,NaN,NaN,NaN,1,11.7578125,0,0,2,Benthic
gm11_156a,3,13995.84,6/05/2011 16:05,14640.4,6/05/2011 16:15,312.0305519,644.56,4,0.372347027,176.3818146,0,4,0,day,3,3.831157942,53,2,0.5,1,2.9296875,3,0.75,2,Benthic
gm11_158b,4,8789.84,6/07/2011 14:17,9715.8,6/07/2011 14:33,732.0934807,925.96,7,0.453583308,427.9050198,1,3,3,day,2,4.203074106,34,0,0,0,NaN,NaN,NaN,2,Pelagic
gm11_158b,5,10110.96,6/07/2011 14:39,11092.24,6/07/2011 14:56,720.7190596,981.28,23,1.406326431,550.4749055,3,18,2,day,1,3.968612577,17,0,0,1,17.36328125,0,0,3,Benthic
gm11_158b,6,11704.2,6/07/2011 15:06,12562.12,6/07/2011 15:20,706.740444,857.92,10,0.699365908,360.1493976,2,7,1,day,2,4.816604213,44,1,0.1,0,NaN,NaN,NaN,3,Pelagic
gm11_158b,7,13045.56,6/07/2011 15:28,13926.8,6/07/2011 15:43,720.481144,881.24,15,1.021288185,312.4054012,2,13,0,day,2,3.657889536,37,1,0.066666667,1,13.76953125,1,0.066666667,3,Benthic
gm11_158b,8,14283.28,6/07/2011 15:49,15110.64,6/07/2011 16:03,473.0797877,827.36,8,0.580158577,232.0938587,0,8,0,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm11_165a,2,4369.92,6/14/2011 11:44,4953.24,6/14/2011 11:54,197.0017294,583.32,0,0,0,0,0,0,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm11_165a,3,6327.88,6/14/2011 12:17,7049,6/14/2011 12:29,454.2565608,721.12,13,1.081650765,413.3398905,6,5,2,day,3,4.114202821,69,8,0.615384615,1,70.80078125,0,0,2,Pelagic
gm11_165a,4,7265.92,6/14/2011 12:33,7962.64,6/14/2011 12:44,411.2968997,696.72,10,0.861178092,417.1769031,0,7,3,day,0,NaN,NaN,NaN,NaN,1,3.65234375,6,0.6,2,Benthic
gm11_165a,5,8230.04,6/14/2011 12:49,8889.88,6/14/2011 13:00,480.8197709,659.84,10,0.909311348,204.3431378,0,7,3,day,6,3.965624758,113,8,0.8,1,13.06640625,4,0.4,2,Benthic
gm11_165a,6,9088.08,6/14/2011 13:03,9934.36,6/14/2011 13:17,481.4420434,846.28,8,0.567188165,361.2971198,0,7,1,day,8,4.102362813,101,7,0.875,1,6.89453125,6,0.75,2,Benthic
gm11_165a,7,10292.92,6/14/2011 13:23,11182.4,6/14/2011 13:38,489.4521756,889.48,16,1.079282277,444.702151,3,12,1,day,7,3.737456369,136,10,0.625,1,4.86328125,14,0.875,3,Benthic
gm11_165a,8,11511.64,6/14/2011 13:43,12252.8,6/14/2011 13:56,529.1447382,741.16,20,1.619083599,294.1746824,3,17,0,day,13,4.603136968,214,17,0.85,1,9.78515625,7,0.35,3,Benthic
gm11_165a,9,12683.44,6/14/2011 14:03,13406.16,6/14/2011 14:15,396.7691812,722.72,11,0.913216737,308.7881171,0,4,7,day,2,3.32035915,24,2,0.181818182,1,11.03515625,4,0.363636364,2,Benthic
gm11_165a,10,14582.72,6/14/2011 14:35,15141.68,6/14/2011 14:44,449.1061412,558.96,3,0.322026621,229.1678728,0,2,1,day,4,4.336448152,115,3,1,1,4.98046875,2,0.666666667,2,Benthic
gm12_125a,1,278.2,5/04/2012 6:49,1301.36,5/04/2012 7:06,678.8550218,1023.16,9,0.527776692,325.5498465,1,6,2,day,1,3.096860066,17,1,0.111111111,0,NaN,NaN,NaN,2,Pelagic
gm12_125a,3,2840.76,5/04/2012 7:32,3930.92,5/04/2012 7:50,821.2018205,1090.16,17,0.935642474,381.4880652,2,13,2,day,4,3.50416183,51,2,0.117647059,1,12.79296875,0,0,3,Benthic
gm12_125a,4,4489.76,5/04/2012 7:59,5559.64,5/04/2012 8:17,774.4207919,1069.88,8,0.448648447,221.767301,1,7,0,day,0,NaN,NaN,NaN,NaN,1,13.57421875,0,0,2,Benthic
gm12_125a,5,6427.52,5/04/2012 8:32,7379.76,5/04/2012 8:47,701.1997419,952.24,7,0.441065278,371.3294195,1,3,3,day,1,3.103411564,9,0,0,0,NaN,NaN,NaN,2,Pelagic
gm12_125b,3,3045.24,5/04/2012 13:12,3918.24,5/04/2012 13:27,552.4432908,873,8,0.549828179,444.8186331,0,5,3,day,3,3.80532165,61,4,0.5,1,117.9101563,0,0,2,Pelagic
gm12_125b,4,4230.04,5/04/2012 13:32,4952.28,5/04/2012 13:44,548.4361774,722.24,15,1.246123172,358.9886844,0,12,3,day,0,NaN,NaN,NaN,NaN,1,1.85546875,8,0.533333333,3,Benthic
gm12_125b,5,5342.96,5/04/2012 13:50,5962.4,5/04/2012 14:01,594.398566,619.44,11,1.065478497,306.2529512,0,9,2,day,7,4.504979053,223,8,0.727272727,0,NaN,NaN,NaN,3,Pelagic
gm12_125b,6,6332.8,5/04/2012 14:07,6961.48,5/04/2012 14:17,564.0244212,628.68,16,1.527008971,292.8123485,0,15,1,day,6,4.309390559,170,13,0.8125,1,7.67578125,3,0.1875,3,Benthic
gm12_125b,7,7385.92,5/04/2012 14:24,8458.96,5/04/2012 14:42,552.6152591,1073.04,21,1.174233952,602.5858958,0,18,3,day,0,NaN,NaN,NaN,NaN,1,4.62890625,0,0,3,Benthic
gm12_161a,1,2296.2,6/09/2012 9:46,3207,6/09/2012 10:01,392.9383972,910.8,20,1.317523057,488.1091807,0,20,0,day,14,3.859058158,170,12,0.6,1,3.41796875,19,0.95,3,Benthic
gm12_161a,2,3591.2,6/09/2012 10:07,4360.24,6/09/2012 10:20,383.4244191,769.04,23,1.794445022,448.9930874,1,21,1,day,12,3.904400879,173,18,0.782608696,1,2.48046875,22,0.956521739,3,Benthic
gm12_161a,3,4747.2,6/09/2012 10:26,5603.72,6/09/2012 10:41,355.0244627,856.52,25,1.751272591,563.3646458,0,25,0,day,8,3.84823698,139,15,0.6,1,4.04296875,17,0.68,3,Benthic
gm12_161a,4,5999.28,6/09/2012 10:47,6717.36,6/09/2012 10:59,348.4024095,718.08,19,1.587566845,408.8318776,0,18,1,day,5,3.686358961,74,10,0.526315789,1,3.53515625,18,0.947368421,3,Benthic
gm12_161a,5,7043.44,6/09/2012 11:05,7869.28,6/09/2012 11:18,347.6626814,825.84,42,3.051438535,454.8377013,0,42,0,day,5,3.693864373,78,11,0.261904762,1,2.32421875,21,0.5,3,Benthic
gm12_162a,3,4019.04,6/10/2012 9:49,4574.56,6/10/2012 9:58,349.1429186,555.52,12,1.296082949,235.561594,1,11,0,day,8,3.42218573,103,6,0.5,1,4.27734375,10,0.833333333,2,Benthic
gm12_162a,4,4821.24,6/10/2012 10:02,5121.52,6/10/2012 10:07,213.2571367,300.28,3,0.599440522,74.421108,0,0,3,day,1,3.102391714,11,0,0,1,95.60546875,0,0,2,Pelagic
gm12_162a,5,5428.8,6/10/2012 10:12,5983.24,6/10/2012 10:21,337.57763,554.44,17,1.839694106,351.0265471,0,16,1,day,8,3.535904095,108,11,0.647058824,1,1.03515625,16,0.941176471,3,Benthic
gm12_162a,6,6320.2,6/10/2012 10:27,6825.48,6/10/2012 10:36,385.2624764,505.28,26,3.087397087,243.873604,2,22,2,day,9,3.651603198,176,19,0.730769231,1,2.20703125,9,0.346153846,3,Benthic
gm12_163a,3,2971.4,6/11/2012 9:07,3558.28,6/11/2012 9:17,402.1326577,586.88,18,1.840239913,232.1833733,1,16,1,day,0,NaN,NaN,NaN,NaN,1,2.16796875,11,0.611111111,3,Benthic
gm12_163b,1,13378.4,6/11/2012 14:08,13825.6,6/11/2012 14:15,229.3243343,447.2,3,0.402504472,32.87877096,0,0,3,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm12_172a,2,2902.6,6/20/2012 10:14,3607.72,6/20/2012 10:26,282.2785227,705.12,21,1.786929884,348.4290253,0,21,0,day,0,NaN,NaN,NaN,NaN,1,4.74609375,2,0.095238095,3,Benthic
gm12_172a,3,4253.24,6/20/2012 10:36,4816.6,6/20/2012 10:46,300.4120638,563.36,7,0.745526839,309.6097316,2,4,1,day,0,NaN,NaN,NaN,NaN,1,4.23828125,3,0.428571429,2,Benthic
gm12_172a,4,5102.76,6/20/2012 10:51,5686.64,6/20/2012 11:00,280.1177335,583.88,9,0.924847571,293.0323098,1,5,3,day,0,NaN,NaN,NaN,NaN,1,12.16796875,4,0.444444444,2,Benthic
gm12_172a,5,6494.04,6/20/2012 11:14,7061.12,6/20/2012 11:23,287.3346849,567.08,5,0.529025887,185.384412,0,5,0,day,0,NaN,NaN,NaN,NaN,1,0.99609375,4,0.8,2,Benthic
gm12_172a,6,7321.6,6/20/2012 11:28,7840.64,6/20/2012 11:36,289.2211586,519.04,3,0.346794081,118.2104106,0,2,1,day,0,NaN,NaN,NaN,NaN,1,3.18359375,1,0.333333333,2,Benthic
gm12_172a,7,8192.92,6/20/2012 11:42,8713.84,6/20/2012 11:51,286.7950678,520.92,7,0.806265837,266.4986552,0,5,2,day,0,NaN,NaN,NaN,NaN,1,18.10546875,2,0.285714286,2,Benthic
gm14_145a,1,324.72,5/25/2014 10:36,917.96,5/25/2014 10:46,398.191545,593.24,5,0.505697525,251.2915306,0,4,1,day,4,4.525225025,75,3,0.6,1,33.18359375,0,0,2,Benthic
gm14_145a,2,1520.28,5/25/2014 10:56,2051.08,5/25/2014 11:05,412.9645263,530.8,3,0.339110776,130.5317771,0,2,1,day,7,3.994429873,83,2,0.666666667,0,NaN,NaN,NaN,2,Pelagic
gm14_167a,1,1794.68,6/16/2014 10:19,2658.48,6/16/2014 10:33,585.7859591,863.8,7,0.486223663,330.5831896,0,5,2,day,2,4.67518341,48,1,0.142857143,0,NaN,NaN,NaN,2,Pelagic
gm14_167a,2,4066.2,6/16/2014 10:57,4958.12,6/16/2014 11:12,556.4968874,891.92,10,0.672706072,351.9192308,0,8,2,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm14_178a,1,1024.12,6/27/2014 12:26,1664.08,6/27/2014 12:37,329.9202494,639.96,5,0.468779299,252.6842771,1,4,0,day,1,3.057820335,14,2,0.4,1,16.38671875,0,0,2,Benthic
gm14_178a,5,6447.4,6/27/2014 13:56,7196.8,6/27/2014 14:09,389.8352521,749.4,8,0.64051241,288.5861898,1,6,1,day,4,4.121454956,48,2,0.25,1,1.85546875,7,0.875,2,Benthic
gm14_178a,6,7499.48,6/27/2014 14:14,8469.04,6/27/2014 14:30,385.504046,969.56,18,1.113907339,432.5404746,0,15,3,day,0,NaN,NaN,NaN,NaN,1,2.75390625,14,0.777777778,3,Benthic
gm14_178a,7,8731.36,6/27/2014 14:34,9643.2,6/27/2014 14:50,387.458895,911.84,13,0.85541323,460.926526,1,12,0,day,0,NaN,NaN,NaN,NaN,1,2.32421875,10,0.769230769,3,Benthic
gm14_178a,8,9931.64,6/27/2014 14:54,10795.84,6/27/2014 15:09,407.3655804,864.2,18,1.249710715,368.1197603,0,15,3,day,0,NaN,NaN,NaN,NaN,1,2.16796875,11,0.611111111,3,Benthic
gm14_178b,1,114.52,6/27/2014 12:24,830.64,6/27/2014 12:36,352.0162552,716.12,2,0.167569681,222.8135757,0,1,1,day,1,3.336539762,17,0,0,1,1.93359375,1,0.5,2,Benthic
gm14_178b,2,5514.52,6/27/2014 13:54,6464.88,6/27/2014 14:10,389.7776016,950.36,19,1.199545435,439.5497638,0,19,0,day,6,3.55053025,77,7,0.368421053,1,2.28515625,9,0.473684211,3,Benthic
gm14_178b,3,6743.2,6/27/2014 14:15,7673.16,6/27/2014 14:30,385.704174,929.96,33,2.129123833,433.6350817,0,33,0,day,9,4.00494159,124,16,0.484848485,1,2.36328125,21,0.636363636,3,Benthic
gm14_178b,4,8023.2,6/27/2014 14:36,8943.64,6/27/2014 14:51,385.3288808,920.44,27,1.760027813,497.6887932,0,26,1,day,3,3.241333477,29,2,0.074074074,1,1.73828125,23,0.851851852,3,Benthic
gm14_178b,5,9236.2,6/27/2014 14:56,10076.4,6/27/2014 15:10,378.7026845,840.2,14,0.999761961,352.4939098,0,14,0,day,6,3.368190048,66,6,0.428571429,1,2.87109375,13,0.928571429,3,Benthic
gm14_279a,5,4139.2,10/06/2014 13:50,5072.84,10/06/2014 14:06,588.9840446,933.64,19,1.221027377,521.7812948,1,17,1,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,3,Pelagic
gm14_279a,6,5394.76,10/06/2014 14:11,6326.36,10/06/2014 14:27,584.7824779,931.6,13,0.837269214,432.3274797,1,12,0,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,3,Pelagic
gm14_279a,7,6661.36,10/06/2014 14:32,7776.6,10/06/2014 14:51,596.7162589,1115.24,27,1.45260213,728.4372857,2,21,4,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,3,Pelagic
gm14_279a,8,8064.24,10/06/2014 14:56,9235.2,10/06/2014 15:15,590.2606001,1170.96,25,1.281000205,786.8352267,1,21,3,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,3,Pelagic
gm14_279a,9,9600.08,10/06/2014 15:21,10717,10/06/2014 15:40,578.1278248,1116.92,35,1.880170469,754.6125428,3,28,4,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,3,Pelagic
gm15_145b,1,274,5/25/2015 11:09,778,5/25/2015 11:17,213.495585,504,3,0.357142857,145.3466066,0,0,3,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm15_145b,2,2057.64,5/25/2015 11:39,2681,5/25/2015 11:49,302.8933996,623.36,10,0.962525667,342.9792246,0,9,1,day,0,NaN,NaN,NaN,NaN,1,1.828125,8,0.8,2,Benthic
gm15_145b,3,3219.32,5/25/2015 11:58,4018.92,5/25/2015 12:11,310.6231117,799.6,34,2.551275638,546.2594347,2,31,1,day,0,NaN,NaN,NaN,NaN,1,1.671875,32,0.941176471,3,Benthic
gm15_145b,4,4232.64,5/25/2015 12:15,4839.76,5/25/2015 12:25,303.8805929,607.12,21,2.075372249,336.0065429,0,20,1,day,0,NaN,NaN,NaN,NaN,1,2.796875,19,0.904761905,3,Benthic
gm15_145b,5,12140.16,5/25/2015 14:27,12811.84,5/25/2015 14:38,319.7069233,671.68,11,0.982610767,405.7854681,2,8,1,day,0,NaN,NaN,NaN,NaN,1,2.546875,6,0.545454545,2,Benthic
gm15_145b,6,13097.52,5/25/2015 14:43,13604.88,5/25/2015 14:51,344.0577516,507.36,5,0.591296121,323.0174567,1,2,2,day,0,NaN,NaN,NaN,NaN,1,3.796875,2,0.4,2,Benthic
gm15_145b,7,13883.44,5/25/2015 14:56,14561.28,5/25/2015 15:07,328.9110806,677.84,31,2.744010386,440.9001049,4,26,1,day,0,NaN,NaN,NaN,NaN,1,0.734375,26,0.838709677,3,Benthic
gm15_145b,8,14820.32,5/25/2015 15:11,15474.88,5/25/2015 15:22,315.7215622,654.56,28,2.566609631,396.1343153,4,20,4,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,3,Pelagic
gm15_145b,9,15835.88,5/25/2015 15:28,16371.48,5/25/2015 15:37,206.4365292,535.6,2,0.224047797,6.352654308,2,0,0,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm15_145b,10,17024.76,5/25/2015 15:48,17610.88,5/25/2015 15:58,308.4448904,586.12,9,0.921313042,299.6819643,2,4,3,day,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,2,Pelagic
gm15_153a,1,16.32,6/02/2015 11:47,1113.96,6/02/2015 12:05,806.9028069,1097.64,17,0.929266426,434.5027487,3,11,3,day,4,4.378004924,84,2,0.117647059,1,2.703125,4,0.235294118,3,Benthic
gm15_153a,2,1429.68,6/02/2015 12:11,2543.76,6/02/2015 12:29,909.7502159,1114.08,25,1.346402413,608.1268612,6,16,3,day,1,3.946332529,38,0,0,1,25.859375,2,0.08,3,Benthic
gm15_153a,3,2888.8,6/02/2015 12:35,4195.04,6/02/2015 12:57,960.854182,1306.24,26,1.194267516,623.5867854,2,19,5,day,1,3.039327794,8,0,0,1,21.296875,2,0.076923077,3,Benthic
gm15_153a,4,4588.12,6/02/2015 13:03,5885.76,6/02/2015 13:25,929.3301269,1297.64,37,1.710798064,653.7367802,6,23,8,day,0,NaN,NaN,NaN,NaN,1,16.390625,10,0.27027027,3,Benthic
gm15_153a,5,6340.64,6/02/2015 13:33,7624.8,6/02/2015 13:54,958.9399299,1284.16,32,1.495140792,593.9309601,5,20,7,day,0,NaN,NaN,NaN,NaN,1,59.796875,0,0,3,Pelagic
gm15_153a,6,8019.12,6/02/2015 14:01,9287.24,6/02/2015 14:22,936.87124,1268.12,24,1.135539223,651.7059124,3,18,3,day,0,NaN,NaN,NaN,NaN,1,34.828125,0,0,3,Benthic
gm15_153a,7,9790.32,6/02/2015 14:30,10893.84,6/02/2015 14:48,823.7211279,1103.52,20,1.087429317,511.5152817,7,11,2,day,1,3.520531711,32,1,0.05,1,17.921875,4,0.2,3,Benthic
gm15_153a,8,11392,6/02/2015 14:57,12493.64,6/02/2015 15:15,652.3832659,1101.64,14,0.762499546,504.5816375,2,6,6,day,7,4.603440479,110,7,0.5,1,7.546875,9,0.642857143,3,Benthic
gm16_133a,1,8862.48,5/12/2016 14:43,9573.76,5/12/2016 14:55,638.5317275,711.28,4,0.337419863,203.6101927,2,1,1,day,1,3.662975554,32,1,0.25,0,NaN,NaN,NaN,2,Pelagic
gm16_133a,2,9871.72,5/12/2016 15:00,10633.76,5/12/2016 15:12,645.1358725,762.04,2,0.157472049,121.5670913,1,1,0,day,2,5.910843104,55,2,1,0,NaN,NaN,NaN,2,Pelagic
gm16_133a,3,11028.24,5/12/2016 15:19,11915.92,5/12/2016 15:34,725.3412001,887.68,9,0.608327325,286.8629158,5,4,0,day,5,4.453742061,102,5,0.555555556,0,NaN,NaN,NaN,2,Pelagic
gm16_133a,4,12250.28,5/12/2016 15:39,13119.08,5/12/2016 15:54,591.4625513,868.8,5,0.345303867,338.2112504,1,2,2,day,3,5.321090621,68,2,0.4,1,52.83203125,0,0,2,Pelagic
gm16_133a,5,13676.76,5/12/2016 16:03,14566.84,5/12/2016 16:18,589.0719328,890.08,7,0.471867697,413.2249755,2,4,1,day,8,3.865752868,124,5,0.714285714,0,NaN,NaN,NaN,2,Pelagic
gm16_181a,3,3910.04,6/29/2016 11:28,4682.12,6/29/2016 11:41,637.373623,772.08,3,0.233136463,160.438124,0,2,1,day,1,5.038649766,69,2,0.666666667,0,NaN,NaN,NaN,2,Pelagic
gm16_181a,5,7229.64,6/29/2016 12:24,8362.56,6/29/2016 12:43,826.3261489,1132.92,23,1.218091304,606.0875213,2,20,1,day,0,NaN,NaN,NaN,NaN,1,1.15234375,18,0.782608696,3,Benthic
gm16_181a,6,9088.28,6/29/2016 12:55,10048.32,6/29/2016 13:11,813.2771476,960.04,11,0.687471355,439.7599682,2,7,2,day,0,NaN,NaN,NaN,NaN,1,2.05078125,5,0.454545455,3,Benthic
gm16_181a,7,10629.28,6/29/2016 13:20,11578.44,6/29/2016 13:36,848.5881058,949.16,18,1.137848203,319.8734572,5,13,0,day,0,NaN,NaN,NaN,NaN,1,25.21484375,7,0.388888889,3,Benthic
